text,label,stop_words
finally fell asleep feeling angry useless still full anxiety,anger,3
really feel valued,joy,1
expect rep make ache really especially often lift heavier rep say feel muscle aching already,sadness,16
would feel nostalgic young age,love,5
know feel like youre dying youre working sweet refreshed feeling afterwards worth,love,9
feel subaru stop innocent presented beginning begin turn depressed young man x also kick as,joy,15
ive thinking maximize potential know make wee apartment spacious feeling glamorous flat,joy,11
feel fearful vulnerable within relationship see others trustworthy turn trust,fear,16
thankful though thing bit overwhelming sent people life help feel neurotic,fear,14
wanted upgrade character creating engage battle similar setting transformation raising energy flashy color chaotic explosion feeling desperation adversary beaten etc,sadness,17
feel important support extra money able go pub drink anywhere else wish,joy,19
feel determined nudge holy spirit end slumber self love,joy,7
feel hopeless,sadness,2
mean geez cara raised feel compassion love feeling tortured beaten young age thats mord sith work,anger,16
almost feel intimidated attempt describe,fear,5
made take mind feeling soooo rotten,sadness,4
feel shaken im far far age group targeted,fear,6
feel like sociable someone going chilling somewhere,joy,7
feel shocked robbed shaken everything thought wanted,surprise,5
commented trying keep voice reasonably free feeling gripped believe beaten hendricks,sadness,9
general feeling unpleasant heaviness stomach,sadness,9
feel pretty terrified immature ready,fear,3
feel bit rotten,sadness,3
finally feel content life,joy,2
im faced dreading feeling wont work vain,sadness,12
feeling wonder dangerous place could settled mentality enmayi bring possibility,anger,18
feel ashamed youre perfectly fine granting,sadness,1
almost feel startled,fear,1
also feel much triumphant homework reading,joy,4
remind reminded passion opinion feel incredibly agitated frustrated ball energy channel travel,fear,17
feel need punished,sadness,4
feel blessed loved people around,love,6
want push think term discipline pro goal pro choice immediately default feeling deprived,sadness,16
feel like time lauren trying help friend see boyfriend lousy guy yes might best friend never let go good,sadness,23
know also upset increasingly get feeling pleasant accessory,joy,11
feel support woman infertility problem valuable personal counseling available restricted number individual,joy,9
dint feel strong pain yet cramping come go like used menses,joy,10
im feeling whiney going alone conversion,sadness,5
im going feel fabulous amazing healthy,joy,3
feel absolutely guilty crazy time pregnant suppose get rounder,sadness,13
feeling amazing disappointed lab work december came back way previous year overall good enough protein diet,surprise,22
creative muse feel low lack word haiku haiku height prompt confession p,sadness,6
im feeling petty right,anger,2
feeling fabulous week though feel convicted saying attitude turned around health thankful trying share positive attitude people,joy,21
feel weepy lot,sadness,2
feel honoured prize year local photography exhibition recently asked getty image quite number photo part world renowned collection photographic image,joy,22
feel really lucky making living think important pas word tap dance,joy,14
stray feel pain loneliness discontent,sadness,5
im feeling rebellious need something relieve turmoil body,anger,9
get head didnt anything wrong feeling someone else one doesnt appear considerate,love,18
forgot take med morning predictably feeling irritable less predictably sitting day thinking ima kill bitch dont get hand chocolate cupcake,anger,19
feel suspicious see redundant use credential,fear,6
feel like crap supporting living instead mom,joy,14
hope two feel vain,sadness,10
feel eager anticipation,joy,2
feel like town loner thing need day suspicious bag,fear,11
im feeling hot week minor struggle im pushing trying smile way,love,15
even got mad god little feel like im punished,sadness,6
feel blessed know personally admire thing accomplished,joy,13
im going say know activity balance start feeling burdened something supposed fun,sadness,15
feel ugly lately,sadness,2
feel like ive got content print work read,joy,8
im going lie sometimes hearing say thing recording make feel weird insecure like quote state good thing,fear,16
remember feeling lonely child room even though lot toy keep occupied,sadness,12
feel sympathetic mr,love,2
feel place tragic,sadness,3
feel rejected although admit used,sadness,7
feel id passionate invest time mention enjoy writing,joy,11
passionate obama supporter woman feel twinge guilt time fact supporting first woman real shot presidency,love,20
spent rest morning feeling discouraged disappointed,sadness,5
feel falling love quite lovely,love,6
feel important give view regarding event took place general synod last week,joy,9
feel pressured come something else funny write,fear,6
want irreplaceable find person make feel way think id rather stay single im number whats point refuse something settle maybe im stubborn feel idrc,anger,30
feel strongly could helping people unsure within u,fear,14
know still feel unpleasant,sadness,4
wish didnt feel afraid talk new people,fear,5
ive feeling indecisive lately,fear,2
feel bit helpless good term step plate get ready,sadness,14
feel broke inside wont admit cause miss soo hard say goodbye come,sadness,13
ride sunday still feeling little apprehensive monday decided title lunge href http en,fear,11
see feel free post photo href http facebook,joy,8
imagine countless law suit counter law suit based people feeling boo hoo hoo precious civil right violated,joy,10
boy admitted medicine school uncle coming back fron canada next week father told happy moment,joy,14
sick feeling hated lonely dumb unloved forgotten,anger,9
floating flashback feeling heaviness nostalgic heart,love,6
confess feeling nervous made way event venue,fear,9
think sleeping good since ive feeling sleep deprived summer,sadness,5
feel festive christmas week,joy,5
hope didnt get feeling didnt want make feel bad bringing,sadness,9
feel market somewhat dangerous position trader end wrong side right,anger,11
think worse feel shoe would devastated least far concerned sort blue,sadness,21
feeling absolutely ecstatic morning,joy,3
feel travel back fond memory inside flashback thought view achieved wonderland,love,12
feel sincere,joy,4
im going help feel regretful buy ice cream next time see,sadness,15
feel pain remember im thats relax little breathe normally calm,joy,15
felt like talking know say cause real damage least cousin feel alone needed anyway tell could take battalion necessary,sadness,26
asked comment feel receiving award said feel embarrassed right,sadness,18
feel like gone broke,sadness,4
woke feeling listless dehydrated weekend included strip club tackle football hour binge drinking hockey game decided go work,sadness,15
feel privileged think home grew still exist,joy,12
left feeling annoyed angry thinking center stupid joke,anger,8
begin feel grow fond asks leave alone good,love,11
guess feel ugly sort way,sadness,6
tuck fear back quiet chamber heart ponder another day feeling less brave,joy,12
feeling stressed little lonely earlier feel stressed lonely sick,sadness,8
feel charlie generous sharing writing credit clearly could done music without,love,13
feel cute girlie dress way,joy,7
say first time filled chocolate feel like fabulous job,joy,10
need place feel valued,joy,8
know let people decide happiness damn feel like either risk happiness please people much hate school school fucking pathetic deserve time money,sadness,26
slow bit stay partly feeling like start win give partly afraid push kill trying stay,fear,29
feeling joyful despite caribbean island fantastic diving learning new exciting skill dive master coaching client north america bring joy,joy,21
feel earth move tribute carole king karaoke mix bewertung rel nofollow target blank,sadness,3
feel better cuz listen song img src http ifyouwanttoknow,joy,5
may smitten shy might even bat eyelash time smile cant help feel charmed,joy,15
may give much sooner day feel like im gonna die ive curious,surprise,11
feel like as ask someone delicious looking dessert made,joy,10
lie bed leg constant motion feel control shaken tapped something,fear,19
feel though snowglobe shaken im still flying air,fear,9
mustered energy feel christmassy remember feeling kind pissed bad timing everything,anger,9
im year old must admit made feel uncomfortable,fear,6
remember started feeling homesick,sadness,3
feeling low,sadness,3
feel like miserable im happy,sadness,4
im feeling bit neurotic ill lose job,fear,3
feel submissive place work environment,sadness,11
feel bit insulted nothing like woman bloody hate incessant bitching general bloody nothing time,anger,17
im feeling festive dont think posted good picture tree,joy,6
feeling angry feeling self conscious short wishing wasnt alone,anger,11
feel love men abused,sadness,6
feel like discontent work load,sadness,10
ive feeling really spiteful lately think ill sit listen rammstein,anger,7
feel like soda shaken turbulently flew violently container moment felt air exchanging freedom,fear,14
feel hostile thought taking credit card,anger,7
feel insecure lack confidence,fear,3
still didnt start feeling contraction tender mercy would come st matter,love,14
feel bitter see become,anger,5
thirteen unsure unsure feel shishido senpai although always admired,love,18
didnt go cardboard goal feel successful turned,joy,12
aware one traumatic memory surfacing leaving feeling nausea gently terrified always,fear,12
ive feeling disgusted ashamed,anger,2
exactly week train prepare perfect week one almost done im feeling excited trying get nervous look ahead longer run schedule,joy,22
feel dont mention food dont think ur considerate noticing obsession talking,love,11
recall ever feeling carefree,joy,3
feel like ive missed calling vet could spend day every day visiting god precious magnificent creature,sadness,10
happy finally feel like something compassionate,love,12
guess man know make every one feel special,joy,8
could feel mom presence friend family supporting day,love,8
feel like havent shaken lately,fear,5
feeling reassured wave missing hit,joy,6
feel like put bag shaken otherwise ok,fear,9
im feeling wimpy know one year old sent old country year parent work,fear,14
im tired feeling dumb,sadness,1
im really fan seafood feel quite sorry people kill live clam prawn shark fin,sadness,11
normally able express feel particularly im excited happy,joy,8
awaken mild night sweat usually feel hot fever want remove blanket,love,16
feel like deserve punished way amp search way self harm non lethal overdose etc,sadness,10
feel like recipe kind word title perfect famous ultimate grand supreme ect,joy,7
im taking nap day havent really feeling sleep deprived day ive cut caffeine intake third used since coming back uk,sadness,18
feel like mollusk repeatedly beaten wet cloth stabbed time back sake,sadness,12
feel bit naughty making public remembered made feel like shit confidence stripped,love,16
feel foolish,sadness,1
feel dumb going,sadness,5
feel agitated annoyed see feel darkness everywhere,fear,4
seen solopgangfor see love woman eye feel touch precious barnog know mother love,joy,13
feel messy,sadness,4
feel going sneeze therefore beloved think,joy,19
think unconsciously subconsciously feel like vile vile,anger,4
feel valuable today ever,joy,11
close eye recite following mantra every day whenever feeling unsure frustrated shiftless progress towards top body,fear,12
say still feel completely rotten constantly exhausted,sadness,5
feel sooo soo lucky,joy,1
feel like ever start feel happy consistent amount time end,joy,11
feel accepted respected loving loyal generous,love,5
stopped feeling surprised,surprise,2
feel super warm nice smile cry,joy,6
try speak stand simply try insert conversation feel selfish like attention whore,anger,13
sometimes feel nostalgic feel need go back look old blog post say without knowing record hold many memory,love,20
could walk slow pace browse booth long wanted dart shop main street without feeling rushed,anger,14
feel hopeless usually want scream,sadness,5
feel valuable quality child exhibit questioning curious mind especially regard,joy,13
feeling half joked ive undressing eye month already rest eager share fun,joy,15
feel triumphant ive found,joy,4
still feel longing inspite sitting front,love,11
combination frozen yogurt food art many snap making feel miserable life still stuck office,sadness,12
feel im fairly generous person dont sell give away trudger make except gift close friend relative,love,10
im kitchen glance lovely robin egg blue binding feel assured anything ever need know food found within page,joy,15
feel highly disadvantaged,sadness,1
ive recently started building ig army themed around everyones favorite strategy game x com im feeling army isnt k lore friendly bit cartoonish,joy,5
vocalize pain hurt feel like outsider others tell dont think never see hand told im faithful ive committed service coming everything,joy,34
feel jealous know go woman,anger,7
however feel bit envious people different perfume different season,anger,7
feel amazing tonight,joy,2
end feeling unwelcome go spare bedroom used coat closet take xanax saving entire time pas,sadness,16
ask know thing everything change feel bit shaky try keep leading edge huge amount change invited allow come alignment catch,fear,29
feel awful missing school,sadness,2
remote feel terrific great worth,joy,5
feeling suspicious snooped computer,fear,2
feel going strengthen diva division even talented female wrestler gonna see thing shake,joy,13
response,anger,1
would one screaming yelling ive handed bill paying responsibility family feel peace idiotic long distance call seem accrue every month,sadness,15
wish could say led feeling socially accepted,joy,5
supposed feel special even care e barista man,joy,14
day work feeling relaxed lucky share enjoy hubby,joy,16
sat feeling helpless like moment episode walking dead,fear,6
dont know feel frantic really want particular song little girl,fear,15
feel disturbed thanks psychopath useless fake story,sadness,7
look balance commercial title feel could support artistic interpretation,joy,8
feel movie say fact name mean doomed,sadness,14
remember getting car body feeling really lame,sadness,6
im go look start feel calm think phone probably died,joy,11
im feeling pretty determined right keep determination flowing,joy,9
feel like every day grow stronger become less needy someone fill role,sadness,6
also hate feeling forcing value onto others celebrating buying others gift sake supporting consumerism,joy,10
ended eating lot carbs day feel pressured eat bunch last day,fear,14
feel ending bit rushed wonder might missed certain sign small thing story happens addictive dont notice time passing,anger,23
wasnt one feeling pleased laurie beside old structure artefact still sitting around untouched pretty much condition day last locomotive went,joy,21
wasnt self conscious atrocious singing think id tempted break whenever colleague feeling defeated,sadness,12
ill feel uncomfortable although always heard people friend around calling loved one honey babe angel darling peach pickle gt,fear,4
feel prepare hurricane every day week end night three precious storm leave trail throughout home,joy,15
listen song feel sorrowful atmosphere,sadness,6
feel around hollywood way lovely girl marilyn walk fame really great,love,19
feel offended used disgusted,anger,2
actively seeking god heart feel lethargic directionless slow come see god even think god see,sadness,17
feeling pretty optimistic final product,joy,4
went work feel stunned numb,surprise,5
start enjoying becomes part general fabric feeling joyful everyday activity,joy,12
feel satisfied sad time,joy,5
feeling little shaky called day small bike,fear,8
feel sucked back vicious cycle start every time open door every time show back back hint love youre afraid,anger,21
want able get without feeling weird bathing suit,fear,8
feel like weird limbo childhood adulthood,fear,7
noticed increasing frustration feel petty artificially created drama,anger,9
get feeling im valued potential welcome,joy,7
feel irritable like running def cure,anger,6
dont drink green charged water day feel irritable disoriented,anger,6
feel strange pang loneliness emptiness bubble,surprise,4
tired feel fucked,anger,9
also feel strange ripe old age twenty three want goddamn life partner,fear,7
im feeling bit jaded,sadness,1
think really made u decide stay multiband made u feel valued listen fact student need homework,joy,17
think thin line effectual love hero worship action toward asami make feel especially positive toward,joy,12
feel quite proud wonderful feeling year feeling anything,joy,9
suppose natural squeeze every half hour last five day spend time family making memory friend promising feel like someone elses life numb way,sadness,17
say helpless phone muttered love love feeling always feel sweet always feel nothing person undertaking matter,love,21
feel extremely awkward interview people job,sadness,5
really hope share feeling would wonderful together,joy,7
feel dismayed feel like everything thought true lie one thing never say good bye,sadness,11
feel pleased see proud,joy,8
feeling anxious im watching important game im avoiding bar asshole broke heart im missing meeting cute boy,fear,16
think thats exactly ill love year school leaving time whereas feel sad leave behind friend year within music department well year form ive worked year amazing violin pupil,sadness,26
im feeling inspired hasnt stopped raining least week sun look like,joy,12
feel really anxious,fear,1
feel terribly unkind say span style font size,anger,3
feel like popular,joy,5
feel resentful,anger,5
im feeling pretty miserable sorry,sadness,3
would plunge icy depth feeling invigorated invincible,joy,5
feel obnoxious another vocab word,anger,4
feel utterly joyful brimming gratitude,joy,3
im feeling guilty written beautiful poetic post expressing thankful,sadness,7
looked husband even though love love heart feeling felt today stood vulnerable grew deep strong didnt realise could love anymore,fear,27
save recipe springpad im feeling adventurous might try something new,joy,5
feel completely blessed wonderful family friend,joy,5
feel whiney today one week surgery major abdominal surgery,sadness,9
ive feeling weepy sensitive today time roll towards anniversary father death,sadness,6
remember feeling impatient endless convoluted fairy tale told throughout book,anger,7
feel liked day tom,love,6
im sure feel there empty space left,sadness,9
believe feeling duality spirituality suffering growth upright position offer manifestation happiness simple joy fulfillment,sadness,7
twisted mean use feeling ok,joy,13
im little worried feel protagonist may likeable enough average person based focus group one,joy,11
admit feel little envious hear young writer well,anger,12
feeling going happen accepted job offer life like throw lot curveballs,love,13
feel like need tattoo peggy mara quote onto arm see next time feel disgusted disdainful disappointed child behavior,anger,15
found day feeling stressed unsure ability,sadness,10
would feel devastated,sadness,3
thinking keeping current feel need keep entertained babysat giving work project needed,joy,19
look beefy even though older feel dirty feel like one would like one,sadness,14
wonder feel surprised thing different expected,surprise,7
remembered seeing piece feeling impressed seeing surprised blinded memory,surprise,15
feel like missed bit reading series order,sadness,8
risk feeling vulnerable feeling everyone staring examining every little dimple thigh sag arm,fear,15
love making feel welcomed excited starting high school,joy,5
feel like cute little case kind hidden,joy,5
feel really bouncy absolutely reason head hurt bit trying remember book im going simply read,joy,14
know feeling strange sense serendipity mind collide page,fear,7
apologize anyone may feel neglectful slacker mcslackerson,sadness,7
think enjoyed event made feel welcomed,joy,6
im stoned endorphin feel leg muscle seizing petrified meat,fear,9
feeling rejected became laughing stock among peer,sadness,5
want feel like casting director going take one look say amazing,joy,10
remember feeling frantic point,fear,3
feel successful lazy mom,joy,3
feel like get something really cool could easily turn finished piece kind get two hour,joy,18
im still feeling terrible even though ive good day,sadness,2
drove away today feeling overwhelmed news heard trillion time news heart know already,fear,10
stressed finally come end feel relieved,joy,9
love feeling cold nipping nose im warm clothes,anger,8
hoped feel shiver ran maybe startled pulled away,fear,17
honestly hoped wake one day feeling terrible cry blood whatever,sadness,5
read premonition rare feeling caught dewi lestari play metaphor crazily charming word,joy,12
drawn totally solid neutral bag black brown throw vibrant patent red maybe feeling dangerous metallic clutch usually adventurous get accessory,anger,20
feel numb,sadness,2
actually feel excited first time long time,joy,7
feel like embarrassed anything cannot let go,sadness,8
feel like im troubled sad anti social person,sadness,2
im feeling ugly,sadness,0
feel kinda worthless unwanted time cuz ive always felt im ugliest among friend cuz freaking pretty oh dayummm like forever feeling inferior stuff la,sadness,11
im feeling sad remind talented good thing also see thing inspire place,sadness,16
feel romantic add visit ipod loaded dark synthwave amp early college radio alternative cure neds atomic dustbin candy skin posy pixy blur james springhouse morrissey,love,20
still feeling broke month friend moment want back well,sadness,18
feel violent want break glass,anger,5
make assumption based see think feel wondered strange thing,fear,10
feel like waiting unpleasant meeting someone authoritative position,sadness,8
feeling ok incision sore expected neuropathy finger toe residual chemo ive told may take year resolve indeed,joy,24
feel ashamed unproductive day,sadness,3
ignore shell keep trying trying trying till break feel horrible,sadness,10
feeling nostalgic grateful,love,5
feel helpless mother able take pain away small child could young adult age hurt see pain,fear,31
drive home feel like petty thief stolen exposure crudely stuck camera ancient,anger,10
refuse let feel bitter small sacrifice make,anger,8
im zooming right second trimester feel fantastic trinity,joy,9
feel uptight wonder dont know whats right,fear,5
sing decently coming kind family always feel like im less talented ive never really tried learn,joy,12
share feel valuable information,joy,5
im packing leave school feeling sentimental,sadness,4
sooooo understand feeling like ugly brown pair shoe world designer tuxedo complete diamond cufflink,sadness,7
feel troubled,sadness,3
love love feel lethargic sweat three day,sadness,10
dazed confused drowned woman look look wise man feel doomed aspire,sadness,20
like much feel im obnoxious getting involved somethign nothing,anger,15
feel like fan see girl wimpy good guy,fear,9
ive going liquor store life still feel bit dirty walking one like im something shouldnt,sadness,12
ever feel admired virtually everything,love,5
feel like word today passage send church today warning much jesus sending beloved disciple warning,joy,13
feel disturbed unreasonable lie life taking towards,sadness,8
feel like many year left live contented lay bed light listen ayumi,joy,20
feel super bad thanksgiving seems disappear year would lying said werent excited official christmas time,joy,15
back home feeling restless,fear,3
hit ground feel daddy let go completely get terrified,fear,5
ive also begun going round self edits first episode season three im feeling quite thrilled fitting together,joy,10
know million stroller baby world thought stroller made someone feel ive felt many time broke heart,sadness,15
feel compassionate toward body new limitation need become accustomed time take middle age aging,love,13
feel dull inadequate around big house constrained extrovert home,sadness,9
feel summer session title bookmark digg rel nofollow target blank img src http www,sadness,2
uploading photo feel sweet share lover,love,11
noticed earlier involved group turn speak front class could feel nervous,fear,14
feel fucked inside,anger,4
feel sooooooooooo fucked moment,anger,5
feel respected say matter,joy,6
feel jaded,sadness,6
choose feel deprived empowered,sadness,4
missing important information anything please feel free post comment even though interested style year wearing style officially community year half,joy,27
feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger,1
ive feeling particularly thankful husband sure sign brain tumor something terribly amiss noodle,joy,12
thought sarah felt movie thought feeling fear dont think jareths fault although think blamed think fault read whole labyrinth book wished come take toby away,sadness,31
aa meeting today really started feel isolated everyone room,sadness,10
would hurt make feel pain would vain,sadness,10
went upstairs feeling gloomy disappointed switched phone silent mode watched notebook instead,sadness,5
im feeling intimidated achievement,fear,3
im already feeling emotional chance say anything turn say love,sadness,12
hoped feel weakness bothered every song every joke hear,anger,10
feel really blessed,joy,1
headed back office feeling satisfied maybe even bit self righteous id consoled friend,joy,7
feel yet heartless go men break heart,anger,10
thought wont affected youre thinking feeling petty side digust,anger,10
feeling like delicate wee flower given permission lay around drinking tea eating cream bun reveling passion poetry,love,12
feel honored kind support,joy,5
im also feeling pretty paranoid lot dont take drug,fear,4
nuh must feel joyful victorious,joy,2
sound feeling ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd,sadness,1
im starting feel dull pain front head eye,sadness,8
feel curious mission,surprise,8
feeling might perfect take tutorial,joy,10
feel like piece breakfast ok nutrition scale,joy,10
feel npr provides valuable service,joy,3
feel low thinking motherland give fresh boost energy,sadness,7
feel strangely calm everything literally line vote,joy,7
say couple thing twice order weird context laughter mix would make tv audience feel like theyd missed joke,sadness,18
expecting say bittersweet feeling im feeling bitter,anger,10
feel fucked tape last year make sure get,anger,3
feel like play work trying precious expensive masterpiece,joy,13
sort feel like one people unfortunate lost father life go,sadness,13
ive feeling really unsuccessful lot way,sadness,4
feeling rather sentimental expressed blessed mother also best friend,sadness,15
refer addiction matter many pair never feel satisfied,joy,11
feeling could unpleasant experience working,sadness,8
feel like would liked ending better,love,4
feel honored show student excited giardina said,joy,12
feel little funny open personal sandblog admitting help achieve wish worth,surprise,19
feel like would mask dull problem instead help work way,sadness,10
im looking forward seeing familiar face saying thank importantly staying connected many wonderful way make craftisan feel like isolated life,sadness,15
reached conclusion feel important think likely make feel good keep away bad unhappy feeling,joy,17
miss much every moment feel like miss even like far away ever distracted,anger,20
im going tell lot today feel defeated,sadness,9
feel dull right,sadness,4
feeling bit apprehensive carrying amount large without protection,fear,7
feeling shaken walking along street less able concentrate accident simultaneously worrying one due concentrating,fear,14
really didnt like feeling hated even heaviness chest still growing made muffled sound hideakis lip boy forcefully pressed daiki,sadness,19
feel gloomy yet excited,sadness,1
feel many might far eager point say see true trans guy feel right see knew trans people way fucked let look guy,joy,24
always feel eager escape though never really leaf,joy,5
feel important subject discus,joy,7
feel gentle amusement,love,2
feel loving,love,2
hope knitter rise hurt feeling show loving caring people supporting olympian summer,love,13
plan making another post ive progress feel fucking fantastic,joy,10
feeling pressured even longest race one expected,fear,13
feel agitated sitting,fear,4
feel need knock one beloved darling list make room hugh laurie aka dr,joy,10
began feel isolated,sadness,2
feel hostile towards sarcoidosis usual,anger,3
feel intelligent follower use href http twitter,joy,10
already gone morning run gyp feeling fairly energetic,joy,7
dont read tradition love much stranger open door dont feel offended like trying send message rest world cant open,anger,28
feel agitated know quickly calm soothe,anger,7
take long sip feel cold sensation iced capp,anger,6
feel rock usually devastated,sadness,6
really sure came ive feeling lot compassionate forgiving lately,love,11
feel really thrilled learn,joy,2
allowed feel really shitty feeling running endorphin flowing hurt less b could pretend running away,sadness,20
often hear give feeling like longer folk surprised hear year old hyphen,surprise,14
dont want beg foot courtney hows new project coming courtney would give affirmation dont feel like submissive slug,sadness,18
feel awful reading someone emotional post especially mine,sadness,7
feel place unfortunate feel sheer necessity stay away home,sadness,17
im writing people like oh feel bad dont want dont expect,sadness,20
dont know feel dismayed pleased tell taken new staff first time year,sadness,14
ive vented cried im little calm feeling less hostile,anger,6
allow sit cycle today cause nasty big blow fight public feel humiliated proven right unstable bad person,sadness,22
yet gotten married coupled pressure senior pastor coupled reality glaring inexperience made feel quite stressed,anger,15
insane appreciation simplicity feel much compassionate still feel like sarcastic sense humor,love,13
feel soooo impatient,anger,1
could leave spitak come back two year town neighbor school child shouting name feel welcomed,joy,12
feel like bitter towards people upper class upper class,anger,11
know least one person besides feeling nervous anxious getting started,fear,7
might start feeling nervous tomorrow im sure,fear,3
wasnt feeling ashamed spent whole lotta time precious energy mind,sadness,9
feel scared,fear,3
still think worth posting reminder next time feel anxious,fear,9
remember feeling outraged core read particularly heinous series article friday time else paper,anger,13
im desperately trying stay away black really feeling proud whenever put together colourful outfit,joy,7
able write full letter insular minuscule probably never skill xviith century writing master maria strick jan van den velde feel learning craft worthwhile effort,joy,24
could possibly forgotten would make feel idiotic last year whole forgot pack shirt thing,sadness,8
cant help wince feeling unpleasant tightness back dull ache head since ive opted resting wall behind,sadness,18
feel really pumped also eager try hiit high intensity interval training thanks new friend sarah,joy,6
truly standing staring window feeling incredibly melancholy verge tear,sadness,13
look better better time feel stupid,sadness,9
feel like tortured artist talk,fear,6
possibly feel foolish,sadness,2
feel like train smart take easy back former self time,joy,12
first heard like boyfriend,joy,6
found art side feel impressed work,surprise,11
really feel shamed,sadness,1
feel really need let know still thinking caring intense keep calling plus sm im like relationship communication key keeping alive best wish,love,25
sitting today feeling miserable,sadness,4
really feel happen lifetime still working publishing know coming supporting bookstore,love,18
feel useful g way,joy,4
im home alone son im feeling sad,sadness,3
feel strong enough let negative thought feeling effect,joy,10
still feel irritable every day,anger,2
feel dont believ keep faithful god give chance feel apathetic much apathetic open mind hide feeling know youre playing show love like maybe youll gone happens,joy,38
like comfortable usually silence help although time absolutely need music couple hour feel rushed,anger,16
honestly feel bit pressured made post photo stating wanted giant beer soon dont even know say,fear,14
longer hard feeling luckily unexpectedly met sweet interesting girl tumblr aiw fan also run wonderful alice wonderland blog called still haunt phantomwise,joy,19
feel like life delicate,love,3
might add feel dismayed whenever see christian posting link apologetic drivel online friend act disclaimer boldly advertises stupendous ignorance incredulity,sadness,18
know sad read let woman feel alone,sadness,9
feel like someone judged harshly accepted asked something,love,10
feel bone like nobody care im nobody care im gone saying im feeling lonely people either say ok alone go home kill dont know doesnt mean dont try try try people treat like im ghost,sadness,29
absolutely cannot wait september th roll around feel calm suppose waiting,joy,7
im feeling mellow morning last night debacle saw totally losing josh,joy,6
feel outraged type thing,anger,4
wasnt feeling playful drunk,joy,4
feel almost outraged crap day fall favourite day,anger,9
feeling nostalgic day officially belonged city getting married shubhi feb,love,11
also feel sometimes ive missed thing amount time ive leave somewhere early take someone home,sadness,11
imagine someone feeling jealous lonely scared,anger,3
feel oddly reassured hear say,joy,4
feel like dirty,sadness,4
feel like wonderful summer know school started year fly,joy,11
feel like missed much juliannas first two year working full time making lost time,sadness,15
really thankful get opportunity feeling honoured today,joy,8
hate seeing red window even feel inside resonates cold uncaring world know exists behind making even aware pain inside,anger,16
feel like snobbish snooty gauche drunk offensive,anger,5
continue cruise along expressway feeling shitty,sadness,3
need eat bread breakfast constantly feel need snack munch something sweet savory pm,love,10
im starting feel sociable actually feel like going seeing friend rather cry im feeling like twisted knotted ball pain,joy,11
feeling im look like innocent lame hunting group old dirty hyena hope way free dead,joy,11
feel helpless even useless,sadness,3
feel way relationship romantic platonic friend zoned friend dissolve,love,6
actual acceptable compassionate others still didnt feel accepted,love,7
always feel little weird writing guy ive dated dont want injustice come across negative way,surprise,15
touch skin feeling cool glass within image mere reflection loneliness alone,joy,8
think fair say life want feel sincere connection people experience bonding similar belief experience true synchronicity people life,joy,20
feel happy lite grateful,joy,3
think luxury looking back fashion moment feel proud,joy,9
reali feel glad,joy,1
honestly loved place felt pretty comfortable really know feel school taken action help get unfortunate situation really happy expecting support,sadness,27
im feeling fine bit nauseous extremely tired expected first trimester,joy,8
afrade life people feel quite hostile towards,anger,7
cant stop talking even though im already feel weird uncomfortable feeling swarming still mouth keep saying unnecessary word,fear,4
almost feel greedy rd child many people know working hard,anger,10
still feel amorous,love,2
feel like need rejuvenate catch blog post work etsy shop catch tv show missed week,sadness,18
im feeling moment imagine therell something vigorous active,joy,6
would liked would people run feel like could run low,sadness,13
think ask help make feel useful help gain perspective,joy,9
feel lucky wife hope opportunity remind every day,joy,12
meant feel sympathy little sympathy determined victim wallow pain blaming punishing others state,joy,22
feel weird tonight,surprise,1
feel like moonlighting type show tension resolved end,joy,12
work neighborhood school feel respected supported,joy,7
feel strange sensation course limb,surprise,4
get drill subject soul icy stare feel disturbed leaf,sadness,14
feeling devastated inner voice within thats name speaks,sadness,7
feel fond friend,love,4
feel though pretty dangerous try apply one strategy match,anger,9
really truly say feel passionate teaching,joy,9
feel taste dessert sweet suit many customer,love,7
started feeling like paranoid since kept happening,fear,5
feeling toward word passionate,love,5
like exposing end feeling vulnerable,fear,7
love increased intense feeling connection divine,joy,5
didnt feel like missed anything,sadness,4
feel like vile traitor even saying thing truth,anger,7
feel bad im pretty sure im going able get done leave vacation,sadness,12
im sure ive got right state unencumberedness despite many year feeling like couldnt keep anybody else causing see life charmed,joy,12
feeling total love acceptance body moment important experiencing exhilaration new experience,joy,15
im sorry ive made feel unimportant,sadness,4
bring opis im feeling sashy gorgeous cool toned grey purple lavander creme,joy,3
feel im sure ill,joy,8
love feel comfortable friend,joy,6
im feeling dangerously truthful,joy,0
feel ashamed tell somebody,sadness,3
tried failed put much effort therefore feel getting punished able see idol used watch b amp w movie made mother generation still liked mesmerism style music zest life,sadness,26
christian appreciate point feel would rejected believe,sadness,15
feel like abandoning way supportive move,love,12
im afraid im bipolar feel much like like kid hated th grade kid nearly drove suicide first time life,sadness,17
feel like always jaded towards classic movie actually sit watch casablanca great escape etc,sadness,13
took remember feeling extremely agitated,anger,3
ive last two three month yes playing vinnie kompany guy good joleon kolo toure also play well im feeling good,joy,17
always love working different designer first time especially feel talented innovative fun,joy,9
feel dangerous enough get,anger,5
feeling pretty carefree happy worry gosh,joy,6
feel like going friend wonderfully innocent youthful fun,joy,7
ive done usual workout feel confident worked hard front,joy,9
knew feeling unsure amp scared let overpower gave feeling gave,fear,16
